"State","District","Crop","Season","Area-2023-24","Production-2023-24","Yield-2023-24"
"Andhra Pradesh","East Godavari","Gram","Total","0.01","0.01","1854.00"
"Andhra Pradesh","East Godavari","Urad","Kharif","0.02","0.03","1744.00"
"Andhra Pradesh","East Godavari","Urad","Rabi","0.00","0.01","1566.00"
"Andhra Pradesh","East Godavari","Urad","Total","0.02","0.04","1712.00"
"Andhra Pradesh","East Godavari","Moong","Kharif","0.00","0.00","901.00"
"Andhra Pradesh","East Godavari","Moong","Rabi","0.00","0.00","1252.00"
"Andhra Pradesh","East Godavari","Moong","Total","0.00","0.00","1246.00"
"Andhra Pradesh","East Godavari","Other Pulses","Rabi","0.00","0.00","783.00"
"Andhra Pradesh","East Godavari","Other Pulses","Total","0.00","0.00","783.00"
"Andhra Pradesh","East Godavari","Total Pulses","Total","0.03","0.05","1723.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Kharif","0.73","3.01","4101.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Rabi","0.65","3.78","5784.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Total","1.39","6.79","4893.00"
"Andhra Pradesh","Eluru","Rice","Kharif","0.79","3.33","4206.00"
"Andhra Pradesh","Eluru","Rice","Rabi","0.32","1.64","5066.00"
"Andhra Pradesh","Eluru","Rice","Total","1.12","4.97","4455.00"
"Andhra Pradesh","Eluru","Maize","Kharif","0.00","0.01","6466.00"
"Andhra Pradesh","Eluru","Maize","Rabi","0.23","2.27","9759.00"
"Andhra Pradesh","Eluru","Maize","Total","0.23","2.28","9733.00"
"Andhra Pradesh","Eluru","Jowar","Kharif","0.00","0.00","1416.00"
"Andhra Pradesh","Eluru","Jowar","Rabi","0.00","0.00","5370.00"
"Andhra Pradesh","Eluru","Jowar","Total","0.00","0.00","5048.00"
"Andhra Pradesh","Eluru","Small Millets","Kharif","0.00","0.00","484.00"
"Andhra Pradesh","Eluru","Small Millets","Total","0.00","0.00","484.00"
"Andhra Pradesh","Eluru","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1230.00"
"Andhra Pradesh","Eluru","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","5370.00"
"Andhra Pradesh","Eluru","Shree Anna /Nutri Cereals","Total","0.00","0.00","4956.00"
"Andhra Pradesh","Eluru","Nutri/Coarse Cereals","Kharif","0.00","0.01","6325.00"
"Andhra Pradesh","Eluru","Nutri/Coarse Cereals","Rabi","0.23","2.28","9750.00"
"Andhra Pradesh","Eluru","Nutri/Coarse Cereals","Total","0.24","2.29","9723.00"
"Andhra Pradesh","Eluru","Cereals","Kharif","0.79","3.35","4211.00"
"Andhra Pradesh","Eluru","Cereals","Rabi","0.56","3.91","7031.00"
"Andhra Pradesh","Eluru","Cereals","Total","1.35","7.26","5372.00"
"Andhra Pradesh","Eluru","Tur","Kharif","0.00","0.00","606.00"
"Andhra Pradesh","Eluru","Tur","Total","0.00","0.00","606.00"
"Andhra Pradesh","Eluru","Urad","Kharif","0.02","0.03","1438.00"
"Andhra Pradesh","Eluru","Urad","Rabi","0.10","0.13","1290.00"
"Andhra Pradesh","Eluru","Urad","Total","0.12","0.16","1315.00"
"Andhra Pradesh","Eluru","Moong","Kharif","0.00","0.00","901.00"
"Andhra Pradesh","Eluru","Moong","Rabi","0.06","0.07","1225.00"
"Andhra Pradesh","Eluru","Moong","Total","0.06","0.08","1222.00"
"Andhra Pradesh","Eluru","Other Pulses","Kharif","0.00","0.00","608.00"
"Andhra Pradesh","Eluru","Other Pulses","Rabi","0.00","0.00","674.00"
"Andhra Pradesh","Eluru","Other Pulses","Total","0.00","0.00","669.00"
"Andhra Pradesh","Eluru","Total Pulses","Total","0.18","0.23","1282.00"
"Andhra Pradesh","Eluru","Total Food Grains","Kharif","0.82","3.38","4140.00"
"Andhra Pradesh","Eluru","Total Food Grains","Rabi","0.72","4.11","5746.00"
"Andhra Pradesh","Eluru","Total Food Grains","Total","1.53","7.49","4890.00"
"Andhra Pradesh","Guntur","Rice","Kharif","0.55","2.08","3759.00"
"Andhra Pradesh","Guntur","Rice","Rabi","0.00","0.01","1594.00"
"Andhra Pradesh","Guntur","Rice","Total","0.56","2.09","3747.00"
"Andhra Pradesh","Guntur","Maize","Kharif","0.00","0.00","4695.00"
"Andhra Pradesh","Guntur","Maize","Rabi","0.15","1.58","10821.00"
"Andhra Pradesh","Guntur","Maize","Total","0.15","1.59","10789.00"
"Andhra Pradesh","Guntur","Jowar","Kharif","0.00","0.00","1416.00"
"Andhra Pradesh","Guntur","Jowar","Rabi","0.13","0.82","6308.00"
"Andhra Pradesh","Guntur","Jowar","Total","0.13","0.82","6305.00"
"Andhra Pradesh","Guntur","Small Millets","Kharif","0.00","0.00","1407.00"
"Andhra Pradesh","Guntur","Small Millets","Total","0.00","0.00","1407.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1413.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Rabi","0.13","0.82","6308.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Total","0.13","0.82","6303.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Kharif","0.00","0.00","4277.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Rabi","0.28","2.40","8699.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Total","0.28","2.41","8685.00"
"Andhra Pradesh","Guntur","Cereals","Kharif","0.56","2.09","3760.00"
"Andhra Pradesh","Guntur","Cereals","Rabi","0.28","2.41","8615.00"
"Andhra Pradesh","Guntur","Cereals","Total","0.84","4.50","5387.00"
"Andhra Pradesh","Guntur","Tur","Kharif","0.00","0.00","606.00"
"Andhra Pradesh","Guntur","Tur","Total","0.00","0.00","606.00"
"Andhra Pradesh","Guntur","Gram","Rabi","0.11","0.24","2167.00"
"Andhra Pradesh","Guntur","Gram","Total","0.11","0.24","2167.00"
"Andhra Pradesh","Guntur","Urad","Kharif","0.03","0.03","1121.00"
"Andhra Pradesh","Guntur","Urad","Rabi","0.06","0.08","1351.00"
"Andhra Pradesh","Guntur","Urad","Total","0.09","0.11","1282.00"
"Andhra Pradesh","Guntur","Moong","Kharif","0.00","0.00","901.00"
"Andhra Pradesh","Guntur","Moong","Rabi","0.10","0.12","1236.00"
"Andhra Pradesh","Guntur","Moong","Total","0.10","0.12","1236.00"
"Andhra Pradesh","Guntur","Total Pulses","Total","0.30","0.47","1588.00"
"Andhra Pradesh","Guntur","Total Food Grains","Kharif","0.58","2.12","3635.00"
"Andhra Pradesh","Guntur","Total Food Grains","Rabi","0.55","2.85","5180.00"
"Andhra Pradesh","Guntur","Total Food Grains","Total","1.13","4.97","4386.00"
"Andhra Pradesh","Kakinada","Rice","Kharif","0.83","2.99","3589.00"
"Andhra Pradesh","Kakinada","Rice","Rabi","0.65","3.26","5029.00"
"Andhra Pradesh","Kakinada","Rice","Total","1.48","6.25","4219.00"
"Andhra Pradesh","Kakinada","Maize","Kharif","0.00","0.01","4695.00"
"Andhra Pradesh","Kakinada","Maize","Rabi","0.01","0.05","8811.00"
"Andhra Pradesh","Kakinada","Maize","Total","0.01","0.07","7707.00"
"Andhra Pradesh","Kakinada","Ragi","Kharif","0.00","0.00","1317.00"
"Andhra Pradesh","Kakinada","Ragi","Total","0.00","0.00","1317.00"
"Andhra Pradesh","Kakinada","Small Millets","Kharif","0.00","0.00","1407.00"
"Andhra Pradesh","Kakinada","Small Millets","Total","0.00","0.00","1407.00"
"Andhra Pradesh","Kakinada","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1340.00"
"Andhra Pradesh","Kakinada","Shree Anna /Nutri Cereals","Total","0.00","0.00","1340.00"
"Andhra Pradesh","Kakinada","Nutri/Coarse Cereals","Kharif","0.00","0.01","4078.00"
"Andhra Pradesh","Kakinada","Nutri/Coarse Cereals","Rabi","0.01","0.05","8811.00"
"Andhra Pradesh","Kakinada","Nutri/Coarse Cereals","Total","0.01","0.07","7344.00"
"Andhra Pradesh","Kakinada","Cereals","Kharif","0.84","3.00","3591.00"
"Andhra Pradesh","Kakinada","Cereals","Rabi","0.65","3.32","5065.00"
"Andhra Pradesh","Kakinada","Cereals","Total","1.49","6.32","4238.00"
"Andhra Pradesh","Kakinada","Tur","Kharif","0.00","0.00","606.00"
"Andhra Pradesh","Kakinada","Tur","Total","0.00","0.00","606.00"
"Andhra Pradesh","Kakinada","Gram","Rabi","0.01","0.01","1556.00"
"Andhra Pradesh","Kakinada","Gram","Total","0.01","0.01","1556.00"
"Andhra Pradesh","Kakinada","Urad","Kharif","0.01","0.01","1601.00"
"Andhra Pradesh","Kakinada","Urad","Rabi","0.04","0.03","733.00"
"Andhra Pradesh","Kakinada","Urad","Total","0.05","0.04","880.00"
"Andhra Pradesh","Kakinada","Moong","Kharif","0.00","0.00","901.00"
"Andhra Pradesh","Kakinada","Moong","Rabi","0.03","0.02","708.00"
"Andhra Pradesh","Kakinada","Moong","Total","0.03","0.02","710.00"
"Andhra Pradesh","Kakinada","Other Pulses","Rabi","0.00","0.00","790.00"
"Andhra Pradesh","Kakinada","Other Pulses","Total","0.00","0.00","790.00"
"Andhra Pradesh","Kakinada","Total Pulses","Total","0.08","0.07","863.00"
"Andhra Pradesh","Kakinada","Total Food Grains","Kharif","0.84","3.02","3570.00"
"Andhra Pradesh","Kakinada","Total Food Grains","Rabi","0.73","3.37","4644.00"
"Andhra Pradesh","Kakinada","Total Food Grains","Total","1.57","6.39","4067.00"
"Andhra Pradesh","Krishna","Rice","Kharif","1.52","6.00","3942.00"
"Andhra Pradesh","Krishna","Rice","Rabi","0.04","0.17","3759.00"
"Andhra Pradesh","Krishna","Rice","Total","1.57","6.17","3937.00"
"Andhra Pradesh","Krishna","Maize","Kharif","0.00","0.00","4695.00"
"Andhra Pradesh","Krishna","Maize","Rabi","0.06","0.37","6636.00"
"Andhra Pradesh","Krishna","Maize","Total","0.06","0.37","6623.00"
"Andhra Pradesh","Krishna","Jowar","Rabi","0.02","0.11","5370.00"
"Andhra Pradesh","Krishna","Jowar","Total","0.02","0.11","5370.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Rabi","0.02","0.11","5370.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Total","0.02","0.11","5370.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Kharif","0.00","0.00","4695.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Rabi","0.08","0.48","6300.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Total","0.08","0.48","6292.00"
"Andhra Pradesh","Krishna","Cereals","Kharif","1.52","6.00","3942.00"
"Andhra Pradesh","Krishna","Cereals","Rabi","0.12","0.65","5361.00"
"Andhra Pradesh","Krishna","Cereals","Total","1.64","6.65","4047.00"
"Andhra Pradesh","Krishna","Tur","Kharif","0.00","0.00","606.00"
"Andhra Pradesh","Krishna","Tur","Total","0.00","0.00","606.00"
"Andhra Pradesh","Krishna","Urad","Kharif","0.02","0.02","1564.00"
"Andhra Pradesh","Krishna","Urad","Rabi","1.10","1.62","1470.00"
"Andhra Pradesh","Krishna","Urad","Total","1.11","1.64","1471.00"
"Andhra Pradesh","Krishna","Moong","Rabi","0.04","0.05","1260.00"
"Andhra Pradesh","Krishna","Moong","Total","0.04","0.05","1260.00"
"Andhra Pradesh","Krishna","Other Pulses","Kharif","0.00","0.00","331.00"
"Andhra Pradesh","Krishna","Other Pulses","Rabi","0.00","0.00","674.00"
"Andhra Pradesh","Krishna","Other Pulses","Total","0.00","0.00","602.00"
"Andhra Pradesh","Krishna","Total Pulses","Total","1.15","1.69","1464.00"
"Andhra Pradesh","Krishna","Total Food Grains","Kharif","1.54","6.03","3917.00"
"Andhra Pradesh","Krishna","Total Food Grains","Rabi","1.26","2.31","1840.00"
"Andhra Pradesh","Krishna","Total Food Grains","Total","2.80","8.34","2983.00"
"Andhra Pradesh","Kurnool","Rice","Kharif","0.13","0.44","3485.00"
"Andhra Pradesh","Kurnool","Rice","Rabi","0.01","0.02","2867.00"
"Andhra Pradesh","Kurnool","Rice","Total","0.14","0.47","3445.00"
"Andhra Pradesh","Kurnool","Maize","Kharif","0.06","0.24","4133.00"
"Andhra Pradesh","Kurnool","Maize","Rabi","0.05","0.27","5343.00"
"Andhra Pradesh","Kurnool","Maize","Total","0.11","0.51","4689.00"
"Andhra Pradesh","Kurnool","Jowar","Kharif","0.01","0.01","1233.00"
"Andhra Pradesh","Kurnool","Jowar","Rabi","0.11","0.14","1278.00"
"Andhra Pradesh","Kurnool","Jowar","Total","0.12","0.15","1275.00"
"Andhra Pradesh","Kurnool","Bajra","Kharif","0.06","0.15","2287.00"
"Andhra Pradesh","Kurnool","Bajra","Total","0.06","0.15","2287.00"
"Andhra Pradesh","Kurnool","Small Millets","Kharif","0.03","0.05","1622.00"
"Andhra Pradesh","Kurnool","Small Millets","Total","0.03","0.05","1622.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Kharif","0.10","0.20","2026.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Rabi","0.11","0.14","1278.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Total","0.21","0.34","1632.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Kharif","0.16","0.44","2815.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Rabi","0.16","0.41","2550.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Total","0.32","0.85","2682.00"
"Andhra Pradesh","Kurnool","Cereals","Kharif","0.28","0.89","3113.00"
"Andhra Pradesh","Kurnool","Cereals","Rabi","0.17","0.43","2566.00"
"Andhra Pradesh","Kurnool","Cereals","Total","0.45","1.32","2909.00"
"Andhra Pradesh","Kurnool","Tur","Kharif","0.38","0.17","453.00"
"Andhra Pradesh","Kurnool","Tur","Total","0.38","0.17","453.00"
"Andhra Pradesh","Kurnool","Gram","Rabi","0.57","0.46","797.00"
"Andhra Pradesh","Kurnool","Gram","Total","0.57","0.46","797.00"
"Andhra Pradesh","Kurnool","Urad","Kharif","0.00","0.00","816.00"
"Andhra Pradesh","Kurnool","Urad","Rabi","0.01","0.01","1289.00"
"Andhra Pradesh","Kurnool","Urad","Total","0.01","0.01","1193.00"
"Andhra Pradesh","Kurnool","Moong","Kharif","0.00","0.00","358.00"
"Andhra Pradesh","Kurnool","Moong","Rabi","0.00","0.00","568.00"
"Andhra Pradesh","Kurnool","Moong","Total","0.00","0.00","538.00"
"Andhra Pradesh","Kurnool","Other Pulses","Kharif","0.00","0.00","331.00"
"Andhra Pradesh","Kurnool","Other Pulses","Rabi","0.00","0.00","623.00"
"Andhra Pradesh","Kurnool","Other Pulses","Total","0.00","0.00","597.00"
"Andhra Pradesh","Kurnool","Total Pulses","Total","0.96","0.64","666.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Kharif","0.67","1.06","1591.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Rabi","0.75","0.90","1199.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Total","1.42","1.96","1383.00"
"Andhra Pradesh","Nandyal","Rice","Kharif","0.52","2.14","4128.00"
"Andhra Pradesh","Nandyal","Rice","Rabi","0.13","0.45","3433.00"
"Andhra Pradesh","Nandyal","Rice","Total","0.65","2.59","3988.00"
"Andhra Pradesh","Nandyal","Maize","Kharif","0.53","2.08","3912.00"
"Andhra Pradesh","Nandyal","Maize","Rabi","0.10","0.51","5371.00"
"Andhra Pradesh","Nandyal","Maize","Total","0.63","2.59","4135.00"
"Andhra Pradesh","Nandyal","Jowar","Kharif","0.01","0.03","2368.00"
"Andhra Pradesh","Nandyal","Jowar","Rabi","0.38","1.14","2994.00"
"Andhra Pradesh","Nandyal","Jowar","Total","0.39","1.16","2976.00"
"Andhra Pradesh","Nandyal","Bajra","Kharif","0.04","0.09","2023.00"
"Andhra Pradesh","Nandyal","Bajra","Total","0.04","0.09","2023.00"
"Andhra Pradesh","Nandyal","Ragi","Kharif","0.00","0.00","1027.00"
"Andhra Pradesh","Nandyal","Ragi","Total","0.00","0.00","1027.00"
"Andhra Pradesh","Nandyal","Small Millets","Kharif","0.01","0.01","711.00"
"Andhra Pradesh","Nandyal","Small Millets","Total","0.01","0.01","711.00"
"Andhra Pradesh","Nandyal","Shree Anna /Nutri Cereals","Kharif","0.07","0.13","1806.00"
"Andhra Pradesh","Nandyal","Shree Anna /Nutri Cereals","Rabi","0.38","1.14","2994.00"
"Andhra Pradesh","Nandyal","Shree Anna /Nutri Cereals","Total","0.45","1.26","2809.00"
"Andhra Pradesh","Nandyal","Nutri/Coarse Cereals","Kharif","0.60","2.21","3667.00"
"Andhra Pradesh","Nandyal","Nutri/Coarse Cereals","Rabi","0.48","1.65","3473.00"
"Andhra Pradesh","Nandyal","Nutri/Coarse Cereals","Total","1.08","3.86","3581.00"
"Andhra Pradesh","Nandyal","Cereals","Kharif","1.12","4.34","3880.00"
"Andhra Pradesh","Nandyal","Cereals","Rabi","0.61","2.10","3464.00"
"Andhra Pradesh","Nandyal","Cereals","Total","1.73","6.45","3734.00"
"Andhra Pradesh","Nandyal","Tur","Kharif","0.34","0.16","455.00"
"Andhra Pradesh","Nandyal","Tur","Total","0.34","0.16","455.00"
"Andhra Pradesh","Nandyal","Gram","Rabi","0.43","0.26","610.00"
"Andhra Pradesh","Nandyal","Gram","Total","0.43","0.26","610.00"
"Andhra Pradesh","Nandyal","Urad","Kharif","0.11","0.10","852.00"
"Andhra Pradesh","Nandyal","Urad","Rabi","0.23","0.29","1281.00"
"Andhra Pradesh","Nandyal","Urad","Total","0.34","0.39","1139.00"
"Andhra Pradesh","Nandyal","Moong","Kharif","0.00","0.00","661.00"
"Andhra Pradesh","Nandyal","Moong","Rabi","0.00","0.01","1199.00"
"Andhra Pradesh","Nandyal","Moong","Total","0.01","0.01","1074.00"
"Andhra Pradesh","Nandyal","Other Pulses","Kharif","0.00","0.00","331.00"
"Andhra Pradesh","Nandyal","Other Pulses","Rabi","0.00","0.00","548.00"
"Andhra Pradesh","Nandyal","Other Pulses","Total","0.00","0.00","542.00"
"Andhra Pradesh","Nandyal","Total Pulses","Total","1.12","0.81","725.00"
"Andhra Pradesh","Nandyal","Total Food Grains","Kharif","1.58","4.60","2916.00"
"Andhra Pradesh","Nandyal","Total Food Grains","Rabi","1.27","2.66","2096.00"
"Andhra Pradesh","Nandyal","Total Food Grains","Total","2.85","7.26","2550.00"
"Andhra Pradesh","Ntr","Rice","Kharif","0.41","1.41","3411.00"
"Andhra Pradesh","Ntr","Rice","Rabi","0.09","0.29","3174.00"
"Andhra Pradesh","Ntr","Rice","Total","0.51","1.71","3368.00"
"Andhra Pradesh","Ntr","Maize","Kharif","0.04","0.22","6167.00"
"Andhra Pradesh","Ntr","Maize","Rabi","0.05","0.36","7060.00"
"Andhra Pradesh","Ntr","Maize","Total","0.09","0.58","6696.00"
"Andhra Pradesh","Ntr","Jowar","Kharif","0.00","0.00","1416.00"
"Andhra Pradesh","Ntr","Jowar","Rabi","0.01","0.03","2834.00"
"Andhra Pradesh","Ntr","Jowar","Total","0.01","0.03","2832.00"
"Andhra Pradesh","Ntr","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1416.00"
"Andhra Pradesh","Ntr","Shree Anna /Nutri Cereals","Rabi","0.01","0.03","2834.00"
"Andhra Pradesh","Ntr","Shree Anna /Nutri Cereals","Total","0.01","0.03","2832.00"
"Andhra Pradesh","Ntr","Nutri/Coarse Cereals","Kharif","0.04","0.22","6164.00"
"Andhra Pradesh","Ntr","Nutri/Coarse Cereals","Rabi","0.06","0.39","6299.00"
"Andhra Pradesh","Ntr","Nutri/Coarse Cereals","Total","0.10","0.61","6250.00"
"Andhra Pradesh","Ntr","Cereals","Kharif","0.45","1.63","3626.00"
"Andhra Pradesh","Ntr","Cereals","Rabi","0.16","0.69","4428.00"
"Andhra Pradesh","Ntr","Cereals","Total","0.60","2.31","3832.00"
"Andhra Pradesh","Ntr","Tur","Kharif","0.00","0.00","990.00"
"Andhra Pradesh","Ntr","Tur","Total","0.00","0.00","990.00"
"Andhra Pradesh","Ntr","Gram","Rabi","0.03","0.06","1860.00"
"Andhra Pradesh","Ntr","Gram","Total","0.03","0.06","1860.00"
"Andhra Pradesh","Ntr","Urad","Kharif","0.03","0.03","977.00"
"Andhra Pradesh","Ntr","Urad","Rabi","0.00","0.00","1130.00"
"Andhra Pradesh","Ntr","Urad","Total","0.03","0.03","996.00"
"Andhra Pradesh","Ntr","Moong","Kharif","0.03","0.03","932.00"
"Andhra Pradesh","Ntr","Moong","Rabi","0.00","0.00","935.00"
"Andhra Pradesh","Ntr","Moong","Total","0.03","0.03","933.00"
"Andhra Pradesh","Ntr","Other Pulses","Kharif","0.00","0.00","608.00"
"Andhra Pradesh","Ntr","Other Pulses","Rabi","0.00","0.00","790.00"
"Andhra Pradesh","Ntr","Other Pulses","Total","0.00","0.00","747.00"
"Andhra Pradesh","Ntr","Total Pulses","Total","0.10","0.12","1238.00"
"Andhra Pradesh","Ntr","Total Food Grains","Kharif","0.51","1.68","3310.00"
"Andhra Pradesh","Ntr","Total Food Grains","Rabi","0.19","0.75","3895.00"
"Andhra Pradesh","Ntr","Total Food Grains","Total","0.70","2.43","3470.00"
"Andhra Pradesh","Palnadu","Rice","Kharif","0.11","0.40","3708.00"
"Andhra Pradesh","Palnadu","Rice","Rabi","0.05","0.17","3444.00"
"Andhra Pradesh","Palnadu","Rice","Total","0.16","0.58","3624.00"
"Andhra Pradesh","Palnadu","Maize","Kharif","0.01","0.02","3941.00"
"Andhra Pradesh","Palnadu","Maize","Rabi","0.04","0.19","4933.00"
"Andhra Pradesh","Palnadu","Maize","Total","0.04","0.21","4816.00"
"Andhra Pradesh","Palnadu","Jowar","Kharif","0.00","0.00","1416.00"
"Andhra Pradesh","Palnadu","Jowar","Rabi","0.00","0.00","1556.00"
"Andhra Pradesh","Palnadu","Jowar","Total","0.00","0.00","1542.00"
"Andhra Pradesh","Palnadu","Bajra","Kharif","0.00","0.00","2029.00"
"Andhra Pradesh","Palnadu","Bajra","Total","0.00","0.00","2029.00"
"Andhra Pradesh","Palnadu","Small Millets","Kharif","0.01","0.01","1079.00"
"Andhra Pradesh","Palnadu","Small Millets","Total","0.01","0.01","1079.00"
"Andhra Pradesh","Palnadu","Shree Anna /Nutri Cereals","Kharif","0.01","0.01","1181.00"
"Andhra Pradesh","Palnadu","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1556.00"
